"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDK57","OUT013",1954.15580097448
"FDO22","OUT027",2790.64889095217
"FDC57","OUT010",1249.48165259278
"FDZ13","OUT027",2299.3696586116
"FDW27","OUT013",2535.44672572626
"FDX10","OUT049",750.37660103517
"FDY08","OUT018",1999.35547711245
"FDA49","OUT017",1485.83164651823
"FDC32","OUT018",1238.30545395487
"FDO04","OUT035",1045.6291988311
"NCZ54","OUT013",2565.39357133639
"FDY40","OUT045",778.412551357149
"FDW36","OUT045",1656.95407470626
"FDE11","OUT017",3039.93067220373
"DRE37","OUT045",2920.57487872349
"NCK19","OUT017",3139.97083145405
"FDT19","OUT035",2957.35858779208
"FDE56","OUT045",987.127183102953
"FDZ57","OUT010",170.267768564524
"FDB35","OUT035",1672.07223111526
"FDF09","OUT010",-1244.38430794688
"FDO34","OUT046",2705.87224368271
"FDA55","OUT046",3607.80257471191
"NCM18","OUT035",1124.23173452459
"FDJ20","OUT019",95.5690563752497
"DRQ35","OUT019",96.4868763671682
"FDG02","OUT013",3063.96248756334
"NCU29","OUT018",2025.80204855838
"FDL27","OUT027",2519.11398717584
"NCA54","OUT035",2974.82339575275
"FDJ32","OUT035",1188.49994310294
"FDB21","OUT019",1894.25639130238
"FDR46","OUT035",2462.96861716432
"FDZ32","OUT046",1747.64523439229
"DRF36","OUT017",3102.81699068503
"NCU54","OUT017",3382.0168131795
"NCI31","OUT017",681.747721022962
"DRA59","OUT035",3073.79029712942
"NCC55","OUT045",567.008100161986
"FDE44","OUT018",541.581977763826
"NCN26","OUT018",1546.89274871259
"FDC11","OUT049",1495.95880066902
"FDV24","OUT035",2524.63796611625
"FDR40","OUT019",-543.280649747311
"NCQ17","OUT049",2581.71819555525
"FDC46","OUT045",2869.59055445451
"NCM18","OUT046",1025.09469060038
"FDK16","OUT046",1552.73077289012
"FDI28","OUT017",1412.80123706031
"FDS11","OUT018",3308.12433091588
"DRD13","OUT046",1071.00171962797
"FDL36","OUT035",1565.60561377332
"FDI27","OUT013",880.529968754634
"FDJ53","OUT019",-3.34177364925079
"FDS44","OUT045",3757.9960144329
"FDE28","OUT046",3658.81284168666
"FDQ33","OUT018",2138.7475800517
"FDB37","OUT017",3902.81672999414
"FDQ31","OUT045",1375.8776818926
"NCQ05","OUT046",2397.65053804397
"FDE10","OUT013",2132.06769651988
"FDF38","OUT017",829.80191338876
"FDE50","OUT019",1133.65983516409
"DRG37","OUT010",587.403650723993
"NCH06","OUT049",3976.02929961037
"FDY14","OUT045",4106.45182969086
"FDO27","OUT017",1651.82998799924
"FDQ19","OUT049",3953.01393394893
"FDZ26","OUT019",1865.87335249187
"FDN51","OUT013",4182.14662764587
"FDK20","OUT035",2133.94700532818
"FDD40","OUT018",2841.61972262832
"DRI25","OUT018",660.79345272195
"FDH56","OUT017",1992.39480962241
"FDI36","OUT027",4608.49370796428
"DRH11","OUT018",645.321717951088
"NCV18","OUT017",1412.86646969298
"DRI01","OUT049",2834.14788504681
"DRE48","OUT049",3241.86530635604
"FDS51","OUT035",1161.26720093611
"FDM38","OUT017",981.658658554655
"FDB60","OUT027",4523.95324682418
"FDY58","OUT035",3752.78186881648
"FDY22","OUT045",2255.28011021172
"FDF11","OUT027",5246.11892165829
"FDZ51","OUT035",1749.0551829872
"FDQ45","OUT017",3046.64802302288
"FDF17","OUT035",3263.02695997575
"NCF31","OUT027",3860.94955579267
"FDA37","OUT013",2058.40770267242
"FDO51","OUT046",801.0316815144
"FDF34","OUT013",3221.2408902441
"FDD57","OUT018",1279.47570849984
"FDO37","OUT046",3640.4433039178
"FDR49","OUT049",916.67507695466
"FDS39","OUT049",2392.15068174521
"FDI48","OUT027",2363.78380268827
"DRM35","OUT049",2923.34125233024
"FDV57","OUT035",3066.04876441505
"FDZ55","OUT013",2627.81992533067
"FDI28","OUT035",1425.2850105347
"FDS21","OUT045",1033.80691096419
"FDT34","OUT013",1703.67153998173
"DRI25","OUT035",1045.999522789
"FDT47","OUT010",-300.414229947678
"DRH39","OUT045",1157.80557336927
"NCD54","OUT045",2245.86551917123
"FDU16","OUT027",2852.56054791093
"NCW29","OUT045",1984.76913447836
"FDV25","OUT027",4936.22127276536
"FDM56","OUT035",1900.8988039402
"FDZ04","OUT027",2524.61923493399
"FDG59","OUT019",-1243.47792451638
"FDI56","OUT045",1395.0114430994
"FDS33","OUT035",1587.95383617982
"FDC23","OUT049",2902.73318546716
"FDT11","OUT049",3104.47823936754
"FDG17","OUT045",3835.15447434461
"FDZ44","OUT045",1831.42410954422
"FDJ52","OUT013",2608.80675064513
"DRI23","OUT046",2522.10313970263
"DRE15","OUT010",-610.761415150101
"NCF07","OUT013",1640.33939887081
"NCR29","OUT049",1013.49044367886
"FDE44","OUT019",-1107.68084931767
"FDT23","OUT035",1487.24215883168
"NCG06","OUT017",4158.09563828662
"NCU41","OUT010",1139.16813427589
"FDH46","OUT017",1786.915624915
"FDV31","OUT013",2859.40612451925
"NCT41","OUT027",3885.0209084893
"FDE22","OUT027",4015.05138832804
"FDC26","OUT045",1674.86853347645
"DRF51","OUT017",706.274876981137
"NCY53","OUT019",-110.133986677753
"FDY21","OUT017",3214.22685997134
"FDL27","OUT013",1118.44461331032
"FDZ34","OUT049",3174.23596401713
"NCF43","OUT010",406.260473245703
"FDC21","OUT035",1924.94087577087
"FDL26","OUT013",2521.2959124241
"FDT25","OUT010",32.2903908525485
"NCR30","OUT046",1211.64230052981
"DRL23","OUT019",-201.136336209833
"NCR05","OUT049",3213.91821431709
"NCE19","OUT018",597.358198453603
"FDY07","OUT035",903.083658834115
"FDB10","OUT017",3808.14463676614
"FDP57","OUT013",1710.81825780207
"FDU48","OUT019",192.862360535414
"FDH48","OUT035",1514.50003649402
"FDO33","OUT035",1976.33743033213
"NCU29","OUT045",2294.52984888468
"FDW35","OUT046",745.995713231837
"FDH05","OUT010",1791.57105220513
"FDP26","OUT049",1761.916743456
"DRG27","OUT035",836.670726112821
"FDQ33","OUT046",2431.04731951238
"FDH20","OUT010",-256.789502758167
"FDV14","OUT046",1465.90833851389
"DRD01","OUT046",945.877507453881
"NCI17","OUT049",1602.50030745005
"FDF39","OUT010",2310.14236233413
"FDX37","OUT046",1615.9084039635
"NCX17","OUT035",3807.810081667
"FDN03","OUT013",4034.3505283555
"NCS41","OUT010",1006.96830361496
"FDH34","OUT045",2876.40893615929
"NCX53","OUT018",1996.39462843678
"FDY31","OUT046",2391.76334237828
"FDD20","OUT017",2129.2122028936
"FDE51","OUT045",749.717326292664
"FDV27","OUT046",1459.14698227756
"FDF16","OUT035",2511.75936460765
"FDZ02","OUT049",1689.72796273869
"NCK05","OUT045",958.446425359781
"FDM12","OUT027",4504.53413187122
"NCA05","OUT018",2110.82063007603
"FDX33","OUT045",2513.44109038159
"FDM25","OUT049",2947.26365193919
"FDE41","OUT018",1139.82201013839
"FDW14","OUT045",1415.45223960979
"NCD30","OUT046",1531.95988291712
"FDB23","OUT010",1729.99629824379
"FDF45","OUT046",1066.74240977293
"FDW20","OUT017",2104.75625425615
"FDF47","OUT045",3442.93359544749
"NCR05","OUT019",1266.53176258554
"DRB01","OUT046",2970.89230646033
"FDE36","OUT013",2695.43976183228
"FDU56","OUT049",3038.34374401145
"FDB23","OUT049",3686.91430904339
"FDN48","OUT049",1558.09088513609
"FDS43","OUT013",3032.79036809328
"NCN05","OUT013",2942.9414046303
"NCL53","OUT049",2884.22472917166
"FDL56","OUT046",1404.06939705522
"FDH17","OUT018",1309.92302933688
"FDP37","OUT046",2016.66087496546
"FDG09","OUT019",1161.64867605513
"FDA55","OUT045",3505.47400282817
"FDX31","OUT049",3843.8961343024
"FDJ41","OUT045",4057.19839160253
"DRC24","OUT045",2421.64208440826
"FDQ21","OUT035",2100.39755831356
"NCT54","OUT045",1413.01524547944
"FDH08","OUT049",3739.37604494754
"FDY38","OUT018",3435.28926540714
"DRM11","OUT010",2194.65396275717
"FDG32","OUT049",3575.23560568458
"NCH18","OUT046",3849.57374076852
"FDI20","OUT035",3490.40305634184
"FDA33","OUT018",2084.02209119973
"FDN45","OUT013",3536.26238684048
"FDT45","OUT010",-952.095473718801
"FDR32","OUT035",3791.18722294728
"FDA48","OUT017",3569.30483842966
"FDN23","OUT017",2466.4510237388
"NCR18","OUT035",866.066329567742
"FDD45","OUT046",1517.67496082633
"FDI22","OUT018",2981.13496839044
"FDT09","OUT013",2187.3531924066
"DRC24","OUT027",3902.41499804218
"FDT39","OUT046",2455.47545396511
"FDX28","OUT045",1502.3123122948
"FDA50","OUT018",1251.60827945033
"FDT33","OUT027",4175.58747990427
"FDQ60","OUT049",2037.6783565265
"NCM19","OUT018",1489.21795328601
"FDF40","OUT046",3972.49180145575
"NCI30","OUT035",3975.90287838599
"FDK34","OUT049",3846.51544156166
"FDA38","OUT027",5234.60119474443
"FDT02","OUT045",599.595724558401
"FDC11","OUT017",1494.0971927489
"FDD08","OUT046",711.16257495939
"NCS29","OUT046",4117.66272174808
"DRI03","OUT010",930.927849602294
"FDK48","OUT035",1347.08891306771
"FDM52","OUT049",2495.12365618735
"FDP49","OUT035",1138.71346617941
"DRA24","OUT046",2659.86266070132
"NCJ43","OUT049",2829.7104320964
"FDE11","OUT045",2882.66839337935
"FDP01","OUT049",2610.35842563609
"FDQ59","OUT018",1134.46290246031
"FDA43","OUT019",1204.72807594647
"FDL14","OUT017",2612.77970961032
"FDV50","OUT010",94.7414002675647
"FDT01","OUT027",4780.12582622522
"NCC42","OUT035",2369.64126950509
"FDO28","OUT046",1897.23795916707
"FDD32","OUT019",-536.522767903442
"FDV45","OUT035",3099.39339637294
"NCW17","OUT019",112.622369908365
"NCJ17","OUT027",2791.54493700587
"NCF18","OUT049",3094.25501512231
"FDP01","OUT045",2438.88548550448
"FDH24","OUT045",2456.35986945765
"FDI38","OUT027",4789.49845721824
"FDX03","OUT035",950.628135607903
"FDY28","OUT046",3394.52349798702
"FDN34","OUT018",2483.62335995018
"FDJ02","OUT045",2363.47812685108
"FDW40","OUT019",385.645837668299
"FDX03","OUT017",889.480261706535
"FDE17","OUT027",3919.49038293486
"FDT58","OUT046",2673.37664555582
"FDI38","OUT013",3359.46897782365
"FDW22","OUT035",3705.1015410477
"FDS15","OUT027",3235.71738400189
"NCX06","OUT013",2913.34203780464
"DRK47","OUT035",3746.35921436457
"FDC23","OUT027",4290.82601397579
"FDM56","OUT010",-164.779999459572
"FDP21","OUT046",3073.5778877664
"FDP58","OUT046",3442.74448822998
"FDA27","OUT019",2171.11060710119
"FDK41","OUT019",-540.427375226647
"NCH42","OUT046",3624.59828739949
"FDG29","OUT045",667.265228766353
"FDW15","OUT018",2178.22542979669
"FDD28","OUT018",705.812035633491
"FDQ37","OUT049",3178.67773782694
"FDC23","OUT035",2988.33337797867
"FDV13","OUT035",1617.09331247642
"FDK33","OUT046",3361.79371163204
"FDO33","OUT013",1827.17624512703
"FDN21","OUT017",2681.52065505461
"NCW06","OUT027",4484.16279516069
"FDI38","OUT035",3460.74299226995
"FDC21","OUT027",3219.73386711638
"NCS05","OUT046",2105.31533954832
"NCN53","OUT049",722.216310194757
"FDV40","OUT010",-647.267313758
"FDG60","OUT017",3770.31254406246
"NCY30","OUT027",4341.02712416988
"FDM40","OUT045",2180.63380506006
"NCO30","OUT046",2913.2024608033
"FDK10","OUT046",2935.51295130462
"FDM36","OUT045",2729.82923613759
"FDN10","OUT013",1905.57009670635
"FDM46","OUT018",1201.7817084476
"FDX50","OUT049",1881.23492770696
"FDP33","OUT045",3932.8550963786
"FDO12","OUT045",3036.54192687921
"FDC28","OUT013",1792.55017395709
"FDO31","OUT045",1299.75507355196
"FDX45","OUT035",2607.49595122183
"FDV21","OUT049",2070.24113639372
"FDH04","OUT049",1605.73212996223
"NCG54","OUT013",2704.53048242477
"FDO13","OUT046",2616.70530904688
"FDA09","OUT027",4326.2792884556
"FDC38","OUT017",2206.9460344336
"NCO42","OUT046",2303.31125656884
"FDL45","OUT049",2069.26196056542
"NCK31","OUT013",892.390170609168
"FDM39","OUT017",2961.50005104436
"FDC22","OUT010",1179.91502527147
"FDF46","OUT046",1839.67298879076
"FDQ37","OUT045",2994.8417074883
"FDH41","OUT010",1470.52592051168
"FDQ04","OUT046",694.363323799322
"NCQ02","OUT027",4445.10300356833
"FDJ57","OUT027",4486.67586390526
"NCE07","OUT049",2339.66414199436
"FDE56","OUT013",1056.47811608478
"FDI20","OUT049",3418.70056329436
"FDK36","OUT018",560.551225382793
"FDP08","OUT027",4531.53859280475
"FDF44","OUT017",2228.88905301169
"NCU53","OUT017",2752.44310791526
"FDF47","OUT035",3676.86299673731
"FDS55","OUT010",511.780131801601
"FDZ52","OUT010",-138.143975211427
"FDL04","OUT018",1393.27874016037
"NCM26","OUT035",2571.57303458725
"FDX43","OUT049",2780.26019103686
"FDP52","OUT049",3718.46485892968
"DRK49","OUT045",637.852018474566
"FDE38","OUT013",2671.1081533286
"DRF13","OUT035",2458.87116896812
"FDK41","OUT010",-543.75638440388
"FDJ04","OUT027",3343.50536592288
"FDZ44","OUT018",1624.49338599509
"FDS11","OUT013",3635.34409083119
"FDA55","OUT049",3686.21677363991
"NCW53","OUT046",3074.61034940863
"FDB49","OUT027",3089.43271935106
"FDD23","OUT017",3131.15865978215
"NCV42","OUT045",1681.22431716598
"NCZ29","OUT018",1726.68279380155
"FDQ26","OUT013",1042.26848800901
"FDV08","OUT017",813.992939995734
"FDC53","OUT049",1706.11181500139
"FDV58","OUT010",1223.93640251516
"NCP02","OUT019",-938.480714651778
"DRI37","OUT045",861.27604076761
"FDQ12","OUT049",3716.57824219285
"FDE33","OUT046",1311.22445277371
"FDX27","OUT045",1501.22952353919
"FDM22","OUT017",1007.79742444995
"NCH30","OUT019",-102.035805865348
"FDC04","OUT017",3919.57913503692
"FDO38","OUT046",1307.54982666019
"FDV52","OUT027",3335.85139322634
"FDB32","OUT013",1565.75884159185
"FDV43","OUT018",515.626634300001
"FDI24","OUT018",2553.46245100591
"FDR40","OUT017",1468.99231176765
"FDW02","OUT049",2128.59683733905
"FDE44","OUT049",899.961500866593
"FDL38","OUT046",1493.59034281266
"NCT54","OUT010",-371.826511855573
"DRJ39","OUT010",1578.56051576899
"FDW55","OUT049",4061.85763473529
"DRF13","OUT019",417.418381728182
"NCW17","OUT049",2140.92608984844
"FDP13","OUT035",857.186403854005
"FDS08","OUT018",2510.50882684755
"NCP17","OUT035",1165.09689163712
"NCO53","OUT035",2993.78096947277
"FDH19","OUT045",2728.01480549313
"FDJ04","OUT017",1993.5963071062
"FDG10","OUT049",1092.29905097689
"FDA40","OUT010",-455.72690019853
"FDI53","OUT045",2545.79735692078
"FDU09","OUT010",-917.833643550893
"FDK60","OUT045",1544.99400583466
"FDR43","OUT017",696.896185484611
"FDW22","OUT017",3613.0907352827
"DRP47","OUT010",2032.3574887751
"DRG48","OUT010",447.297036622809
"FDA14","OUT035",2492.80341795862
"FDU49","OUT013",1488.36514742509
"FDK28","OUT045",3978.14725349893
"FDT19","OUT046",2804.1416621827
"NCQ42","OUT045",1914.99189529356
"FDD03","OUT045",3637.82030630818
"NCM53","OUT013",1739.76933660575
"NCX53","OUT045",2187.86377736351
"FDV14","OUT027",2844.38765251767
"NCZ54","OUT017",2651.8360506232
"FDB39","OUT013",970.613524695412
"DRC24","OUT046",2454.42812683227
"FDY36","OUT013",1255.40461924118
"FDN01","OUT035",2961.27104884377
"DRH25","OUT046",885.940532862322
"FDV08","OUT046",773.755290059371
"NCP53","OUT049",3839.65241577843
"FDU52","OUT010",621.42605556931
"NCI42","OUT045",3197.5500647648
"FDZ14","OUT035",2108.54284454289
"FDF11","OUT046",3842.82509284927
"FDQ13","OUT018",1113.35074408464
"FDO32","OUT010",-1109.35730115681
"DRJ37","OUT018",2155.58663301791
"FDY43","OUT046",2691.95427241292
"NCT41","OUT017",2530.35145503898
"NCV17","OUT045",2033.46332596586
"FDM04","OUT027",2379.59678145777
"DRB48","OUT018",411.81428288897
"FDM24","OUT013",2507.14348083231
"FDT37","OUT049",4095.15989831744
"NCO05","OUT010",-345.194167829753
"FDL13","OUT046",3742.70041883124
"FDL15","OUT017",2559.2744594555
"FDB11","OUT018",3241.91899299649
"FDL14","OUT019",650.594553853303
"FDY10","OUT019",-64.5126193757121
"FDJ40","OUT049",1902.06312035876
"NCW18","OUT046",3721.84547751934
"NCY06","OUT013",2058.63685798145
"DRE13","OUT018",1093.36402461976
"FDA26","OUT045",3411.19247026443
"NCE19","OUT010",-1035.00738183378
"FDE33","OUT035",1488.33701864914
"DRL59","OUT027",2327.72163407047
"FDY07","OUT046",790.076142814999
"FDF57","OUT018",2493.69762606797
"FDM58","OUT035",1932.58515359291
"FDP26","OUT027",3099.30560550977
"FDY32","OUT046",2637.16088475759
"FDD51","OUT010",-1081.58364117301
"FDU22","OUT018",1614.33819400651
"FDZ49","OUT018",3242.95170283106
"NCI42","OUT017",3374.99075160883
"FDT04","OUT027",2095.98985145581
"NCU41","OUT045",2946.85784457427
"FDS56","OUT045",4127.84276526496
"NCN42","OUT017",2453.94400699075
"FDK34","OUT046",3765.00496367843
"FDB03","OUT017",3909.52691549917
"DRJ25","OUT035",936.092639091006
"FDT25","OUT027",3416.40677462434
"FDN20","OUT013",2732.01951201839
"FDP09","OUT013",3399.801670043
"FDM20","OUT019",1953.59514966566
"NCG55","OUT046",1814.15974011196
"NCP14","OUT045",1577.5225164615
"NCH06","OUT046",3849.72400909232
"FDV52","OUT013",1925.81959643323
"NCL07","OUT035",822.439927459334
"DRJ11","OUT027",4454.3892185128
"DRO59","OUT013",1237.45576645469
"FDW15","OUT010",526.066764372111
"NCQ30","OUT035",2053.45680943882
"NCN54","OUT019",-668.61657274877
"FDY01","OUT027",3314.12877006553
"FDX39","OUT035",3551.73682548873
"FDH53","OUT027",2826.85525479835
"FDA57","OUT035",858.585896077885
"NCC07","OUT010",-190.687010027622
"FDU28","OUT013",3047.63131825732
"FDK36","OUT010",-1049.20385014151
"FDR36","OUT018",491.506086020566
"NCQ17","OUT035",2579.28464501611
"FDS28","OUT019",-941.629480942379
"FDE08","OUT045",2327.26411880047
"FDU22","OUT046",1911.27483243429
"FDG41","OUT045",1725.12284178605
"FDO31","OUT010",-554.83098289087
"FDM21","OUT019",2133.05997930353
"FDU40","OUT017",3161.9352832244
"FDV36","OUT018",1732.57192852494
"FDT10","OUT027",2468.83984891237
"FDX38","OUT045",799.359571005926
"NCU30","OUT027",4044.25991532431
"NCV06","OUT049",3136.45802842706
"FDT16","OUT035",4296.45152799951
"NCP41","OUT027",3164.49578918511
"FDZ56","OUT017",2809.37188722873
"FDC22","OUT035",3210.42751746268
"FDU10","OUT035",842.823755191287
"FDS46","OUT045",1848.33864852235
"FDO08","OUT049",2793.00851126759
"NCV42","OUT018",1458.84610236452
"FDP33","OUT035",4128.15397259415
"FDJ12","OUT046",3310.7015683205
"FDH04","OUT045",1420.35886309363
"NCU54","OUT013",3331.13057071515
"FDO36","OUT010",977.713133527675
"FDT37","OUT027",5470.91682093591
"FDD14","OUT010",1033.73565211056
"FDA16","OUT013",3508.80115290902
"NCS42","OUT019",-434.614313913695
"FDP10","OUT019",-247.976929494097
"FDQ28","OUT049",2578.36673148724
"FDK57","OUT010",23.4342415247109
"FDK02","OUT013",1900.98294777028
"FDW47","OUT018",1660.78627708726
"NCC42","OUT018",1941.16289709945
"FDQ37","OUT018",2804.885420653
"FDL40","OUT046",1543.64300570389
"DRE13","OUT010",-469.952445480563
"FDQ34","OUT027",3095.53019772102
"NCB54","OUT046",2029.81612755844
"FDS48","OUT049",2492.37662924868
"FDO15","OUT045",1183.3419082298
"NCT30","OUT013",780.206502798716
"FDU49","OUT027",2867.42155983651
"FDE21","OUT046",1861.13584089456
"FDS49","OUT019",-619.547930351216
"FDT38","OUT027",2833.32035022362
"FDZ01","OUT045",1622.53220816967
"FDC41","OUT035",1368.95467535924
"DRG13","OUT010",700.561439981493
"NCZ42","OUT018",3438.94389558701
"NCM07","OUT045",1292.52500480529
"NCV17","OUT018",1792.08141880031
"DRK39","OUT035",1466.6482830337
"FDS37","OUT018",1552.78248408599
"FDV12","OUT019",-306.072645218392
"NCG19","OUT018",3395.79700619777
"FDS51","OUT013",1083.17185163264
"NCO14","OUT046",730.806896478915
"FDC38","OUT046",2121.12863832427
"FDN15","OUT046",2281.45122317559
"NCH42","OUT013",3608.55694455388
"FDQ22","OUT046",667.972239188324
"FDC05","OUT013",3158.69349931388
"FDZ31","OUT013",3115.20369387287
"DRJ23","OUT049",3103.60017214393
"FDC52","OUT035",2621.99618601272
"DRD12","OUT010",-472.433807305777
"FDV55","OUT017",2447.3145392489
"FDD32","OUT046",1378.22316590091
"FDR01","OUT049",3323.19207211461
"FDY08","OUT019",362.489194658481
"FDQ45","OUT045",2929.56404935368
"DRN11","OUT027",3728.36459066241
"NCS05","OUT018",1842.43220068238
"FDY32","OUT035",2737.84468603087
"NCD31","OUT045",2562.2320715299
"NCE06","OUT049",2647.79199031502
"NCP14","OUT046",1621.15978114091
"NCF18","OUT019",1114.05646827395
"FDF14","OUT018",2147.76935228891
"FDB22","OUT017",2567.0971315781
"NCH54","OUT049",2617.92101745447
"FDU27","OUT035",1001.03809469241
"FDS58","OUT027",4032.40127996884
"NCU29","OUT035",2444.99185486451
"FDJ57","OUT013",3044.27947819444
"FDL56","OUT049",1484.00761387426
"FDH60","OUT035",3279.8153152151
"FDN24","OUT018",609.434169478452
"FDD02","OUT017",2017.23473030817
"FDP15","OUT017",4165.0849388729
"FDB28","OUT027",4587.53607440565
"DRC49","OUT045",2239.66956666533
"NCG30","OUT018",1652.47934014773
"FDJ14","OUT049",1430.05853084139
"FDL52","OUT045",622.205741091068
"NCG19","OUT027",5094.52856347589
"NCN41","OUT035",2088.90801300975
"FDW22","OUT013",3594.55932851908
"FDI02","OUT013",1843.43428022847
"FDV51","OUT045",2590.78866262432
"FDV48","OUT046",1347.71884801837
"NCL17","OUT019",348.099046099093
"FDP46","OUT045",1374.44584488068
"FDU10","OUT045",602.737550664975
"FDT37","OUT010",2150.80584689248
"FDI27","OUT035",984.889682572457
"FDN51","OUT046",4173.46962761678
"FDW07","OUT035",1577.93656577668
"FDN45","OUT049",3607.50922845972
"DRN37","OUT027",4069.92216081366
"DRF48","OUT049",3070.46717473899
"FDP38","OUT019",-1021.57844624526
"NCX18","OUT027",4550.66265298247
"FDK45","OUT018",1566.96654559037
"FDZ37","OUT049",1533.81558050619
"FDS50","OUT018",3258.27089873992
"NCR54","OUT018",2799.85711617834
"NCS17","OUT035",1632.62049138875
"FDV31","OUT046",2847.62416998954
"DRE27","OUT017",1619.54858334746
"FDN60","OUT013",2571.60623874801
"FDK26","OUT013",3016.46658798152
"FDX37","OUT018",1326.72199659943
"FDW31","OUT046",3197.81848399904
"FDX26","OUT018",2648.85912579157
"DRL49","OUT019",372.283229816162
"FDU49","OUT017",1536.25241904727
"FDY58","OUT046",3616.56469057051
"FDN03","OUT045",3909.45893107484
"NCV06","OUT010",1151.31324447243
"FDH53","OUT045",1321.36979084131
"FDG31","OUT018",825.182553774356
"NCC06","OUT045",1977.5125485102
"FDS13","OUT049",4260.96626788094
"FDP16","OUT035",4029.65789341948
"FDA35","OUT013",1993.86312409852
"DRP47","OUT018",3678.04369988876
"FDY28","OUT010",1528.09332134614
"FDY20","OUT035",1646.35804707384
"NCH30","OUT017",1856.23629417871
"NCR29","OUT019",-966.344128946569
"NCP05","OUT013",2414.18176713421
"NCF30","OUT019",46.407164648061
"FDA08","OUT035",2834.93498865061
"FDN51","OUT027",5599.82123302784
"FDH12","OUT046",1712.45093330088
"FDY39","OUT017",3049.33961122973
"NCO53","OUT045",2815.44306944662
"FDB40","OUT046",2403.07576920529
"FDH02","OUT049",1581.9280859648
"FDY11","OUT027",2551.14481958147
"FDQ09","OUT019",-80.8014250492039
"FDP16","OUT013",3923.75217609296
"NCF55","OUT018",305.640070713346
"FDY09","OUT027",4268.09840223079
"FDY39","OUT045",2887.37914345114
"NCU53","OUT049",2693.96685083064
"NCT41","OUT049",2507.42349600406
"FDJ45","OUT046",640.453118746306
"FDR28","OUT013",2682.56781746498
"FDN08","OUT013",1962.34808235387
"FDJ07","OUT049",1941.11994199001
"FDZ09","OUT027",4061.85319314176
"FDQ14","OUT017",2520.92020900624
"FDY12","OUT027",2316.91284716666
"FDK57","OUT046",1926.92739668512
"FDD20","OUT049",2075.55977509741
"FDS36","OUT018",1537.63964286578
"FDI40","OUT049",1758.10381273994
"FDJ40","OUT045",1741.4070768533
"FDE08","OUT013",2399.6446700987
"DRK01","OUT013",1552.49962389393
"FDC58","OUT049",835.726782939089
"FDE50","OUT046",3056.73714138658
"FDX48","OUT035",2627.29918653693
"DRM35","OUT018",2535.65277189044
"FDG41","OUT013",1802.15478227005
"FDB52","OUT046",4049.89900518923
"FDV19","OUT045",2526.89446565145
"DRG48","OUT017",2413.10456463267
"FDI26","OUT013",2905.83406157794
"FDU11","OUT019",33.9550727075223
"FDF59","OUT019",137.144694908106
"FDR07","OUT049",1656.31228354523
"NCE06","OUT017",2656.78468213168
"FDE10","OUT046",2145.00966844582
"NCO55","OUT046",1720.48468098976
"FDZ13","OUT013",905.843488611509
"FDT50","OUT017",1691.14151594164
"FDH12","OUT010",-208.108459611149
"FDD21","OUT045",1849.77413174327
"NCM05","OUT013",4144.4603840208
"FDK04","OUT013",1016.16654406861
"FDN33","OUT017",1668.82643242297
"NCM18","OUT010",-876.654057951898
"DRC25","OUT049",1458.00058311505
"FDT47","OUT017",1702.41005285874
"FDD45","OUT027",2985.83853637308
"NCD07","OUT018",1520.31999503031
"NCY54","OUT010",826.687280111866
"FDL12","OUT049",1126.06060652777
"FDL02","OUT017",1810.6507465515
"FDC60","OUT035",1619.18549652848
"FDR37","OUT017",3026.02510570303
"FDY16","OUT017",3067.48743703045
"FDU26","OUT045",1906.6941541162
"FDN24","OUT013",905.808847491188
"FDH44","OUT013",2471.36488929647
"FDE23","OUT010",-1061.21761980524
"FDW60","OUT017",2950.60272636427
"FDQ55","OUT049",2007.74597290221
"FDV32","OUT027",2479.63775128521
"FDV03","OUT010",616.576540934688
"FDY14","OUT010",2300.97651834115
"NCL55","OUT027",5410.95202053079
"DRF25","OUT017",754.41721662625
"FDX03","OUT046",815.955182844889
"FDF40","OUT045",3893.35452695464
"FDX24","OUT010",-406.110262601827
"FDA25","OUT049",1776.01446402141
"FDH21","OUT018",2272.54704250013
"FDB47","OUT010",1429.51735323354
"FDT34","OUT019",-245.463659503007
"FDS39","OUT010",395.58978647052
"NCU05","OUT046",1270.51182760582
"FDE02","OUT049",1584.5892034882
"FDL25","OUT035",1641.06701866002
"FDC50","OUT049",1588.08841321286
"FDZ32","OUT049",1850.78690879549
"FDV14","OUT045",1354.31468726784
"FDR07","OUT045",1500.28870810063
"FDB26","OUT049",1019.72392826276
"NCR50","OUT045",2369.64740044355
"FDP01","OUT018",2227.30886313596
"FDH57","OUT045",2029.05908329081
"FDM60","OUT027",2171.51311968852
"FDA45","OUT017",2863.9748467689
"FDU55","OUT017",4184.95193026836
"FDH40","OUT035",1515.1657117269
"FDG40","OUT019",-1303.36794013192
"FDT12","OUT049",3662.95121148558
"DRL59","OUT045",823.778114596238
"FDT47","OUT018",1359.77371217181
"FDI60","OUT017",1215.46043209571
"DRF51","OUT027",2070.16727764906
"NCK31","OUT049",932.779839155924
"FDB08","OUT045",2514.99868349527
"FDM44","OUT035",1787.68759614053
"FDD46","OUT018",2142.55492797512
"FDR27","OUT019",213.732244091186
"FDV56","OUT010",-85.3200948040671
"FDM02","OUT049",1518.6241254575
"FDU45","OUT018",1564.85188801791
"FDZ10","OUT017",2097.3411932562
"NCK31","OUT010",-1052.09749529772
